Time,EMG
0.7279233932495117,1
0.7279233932495117,3
0.7279233932495117,1
0.7279233932495117,1
0.7279233932495117,8
0.7279233932495117,5
0.7279233932495117,9
0.7279233932495117,5
0.7279233932495117,15
0.7279233932495117,14
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,5
0.7279233932495117,0
0.7279233932495117,6
0.7279233932495117,6
0.7279233932495117,11
0.7279233932495117,8
0.7279233932495117,8
0.7279233932495117,3
0.7279233932495117,13
0.7279233932495117,21
0.7279233932495117,3
0.7279233932495117,4
0.7279233932495117,1
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,1
0.7279233932495117,0
0.7279233932495117,5
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,1
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,2
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7279233932495117,0
0.7380502223968506,0
0.7380502223968506,7
0.7380502223968506,0
0.7380502223968506,4
0.7380502223968506,5
0.7380502223968506,7
0.7380502223968506,4
0.7380502223968506,6
0.7380502223968506,5
0.7380502223968506,8
0.7380502223968506,1
0.7380502223968506,2
0.7380502223968506,0
0.7380502223968506,0
0.7380502223968506,1
0.7380502223968506,8
0.7380502223968506,9
0.7380502223968506,7
0.7380502223968506,1
0.7380502223968506,3
0.7380502223968506,2
0.7410707473754883,4
0.7410707473754883,0
0.7410707473754883,1
0.7410707473754883,0
0.7410707473754883,3
0.7410707473754883,1
0.7410707473754883,0
0.7410707473754883,0
0.7410707473754883,15
0.7410707473754883,15
0.7410707473754883,0
0.7410707473754883,4
0.7410707473754883,0
0.7410707473754883,0
0.7410707473754883,6
0.7410707473754883,0
0.7410707473754883,1
0.7410707473754883,8
0.7410707473754883,0
0.7410707473754883,72
0.7410707473754883,211
0.7410707473754883,75
0.7410707473754883,30
0.7410707473754883,67
0.7410707473754883,41
0.7410707473754883,20
0.7410707473754883,12
0.7410707473754883,62
0.7410707473754883,46
0.7410707473754883,47
0.7410707473754883,12
0.7410707473754883,44
0.7410707473754883,101
0.7410707473754883,10
0.7410707473754883,25
0.7410707473754883,0
0.7410707473754883,29
0.7410707473754883,28
0.7410707473754883,32
0.7410707473754883,0
0.7410707473754883,8
0.7410707473754883,0
0.7410707473754883,0
1.0043432712554932,15
1.0043432712554932,0
1.0043432712554932,6
1.0043432712554932,7
1.0043432712554932,13
1.0043432712554932,0
1.0043432712554932,21
1.0043432712554932,9
1.0043432712554932,12
1.0043432712554932,0
1.0043432712554932,9
1.0043432712554932,8
1.0043432712554932,3
1.0043432712554932,0
1.0043432712554932,2
1.0043432712554932,0
1.0043432712554932,4
1.0043432712554932,0
1.0043432712554932,0
1.0043432712554932,4
1.0043432712554932,2
1.0043432712554932,0
1.0043432712554932,1
