Time,EMG
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7801110744476318,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,1
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,1
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,2
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
0.7839515209197998,0
1.080124855041504,0
1.080124855041504,0
1.080124855041504,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0864224433898926,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,2
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,1
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.0875928401947021,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,0
1.3022689819335938,2
1.3022689819335938,0
1.3022689819335938,0
1.4620633125305176,0
1.4620633125305176,5
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.4620633125305176,0
1.6623172760009766,0
1.6623172760009766,0
1.663017988204956,0
1.663017988204956,0
1.663017988204956,0
1.663017988204956,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6634845733642578,0
1.6646649837493896,0
1.6646649837493896,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.8350234031677246,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,0
1.973771333694458,1
1.973771333694458,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,0
2.0740363597869873,1
2.0740363597869873,0
2.0740363597869873,0
2.1769211292266846,0
2.1769211292266846,0
2.1769211292266846,0
2.1769211292266846,0
2.1790261268615723,0
2.1790261268615723,0
2.1790261268615723,0
2.1790261268615723,0
2.1790261268615723,0
2.1790261268615723,0
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,1
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,0
2.2743897438049316,0
2.3745641708374023,0
2.3745641708374023,0
2.3745641708374023,0
2.3745641708374023,0
2.3745641708374023,1
2.3745641708374023,2
2.3745641708374023,0
2.3745641708374023,0
2.3745641708374023,0
2.3745641708374023,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.4820172786712646,0
2.5810327529907227,1
2.5810327529907227,0
2.5810327529907227,0
2.5810327529907227,1
2.5810327529907227,0
2.5810327529907227,1
2.5810327529907227,0
2.5810327529907227,0
2.5810327529907227,0
2.5810327529907227,0
2.682074785232544,3
2.682074785232544,0
2.682074785232544,1
2.682074785232544,5
2.682074785232544,0
2.682074785232544,2
2.682074785232544,0
2.682074785232544,0
2.682074785232544,0
2.682074785232544,0
2.7763161659240723,0
2.7763161659240723,0
2.7763161659240723,0
2.7763161659240723,1
2.7763161659240723,3
2.7763161659240723,0
2.7763161659240723,0
2.7763161659240723,0
2.7763161659240723,0
2.7763161659240723,2
2.893146514892578,0
2.893146514892578,0
2.893146514892578,2
2.893146514892578,0
2.893146514892578,0
2.893146514892578,0
2.893146514892578,0
2.893146514892578,0
2.893146514892578,4
2.893146514892578,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
2.9828004837036133,0
3.0785608291625977,1
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.0785608291625977,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.1900930404663086,0
3.2862470149993896,0
3.2862470149993896,0
3.2862470149993896,0
3.2862470149993896,0
3.2862470149993896,0
